Date,Network,Message,Message URL,Message ID,Name,Profile,Followers,Comments,Shares,Likes,Sentiment,Location,Hashtags,Images,Language
20/6/2024 9:00 am,Instagram,"Our Journey since 2007💙✨

https://www.infinitybludental.co.uk/
https://www.infinitybludentalimplants.co.uk/
.
.
.
.
.
.
.
.
.
#iblu #ibludentalcare #scotland #uk #perthsire #stirlingshire #scottishborders #dentist #dentustry #implantsclinic #pitlochry #dunkeld #alyth #crieff #auchterarder #callander #killin #auchtermuchty #peebles #duns #galashiels #ourjourney #thankyou #infinitybludentalcareandimplantclinic",https://www.instagram.com/reel/C8cDr5QosX3/,1.7907E+16,,,0,0,0,2,Positive,,"#scotland, #uk, #ibludentalcare, #auchtermuchty, #thankyou, #scottishborders, #dentustry, #dunkeld, #galashiels, #perthsire, #infinitybludentalcareandimplantclinic, #killin, #dentist, #stirlingshire, #iblu, #implantsclinic, #crieff, #duns, #alyth, #peebles, #auchterarder, #ourjourney, #pitlochry, #callander",,en
20/6/2024 8:30 am,LinkedIn,"""The importance of a laser-specific Ideal Customer Profile (not hazy personas) has a ton of downstream effects"". 

In this week's edition of ""what he/she said"" I am sharing this excellent post by Ken Oestreich.

To add on to Ken Oestreich argument, and the excellent visual from Rahim Kaba from Gartner, we have clear proof of this.

Rahim Kaba, we have shared some of our work with your colleague Hank Barnes at Gartner.

When Zsuzsanna Ferenczi and I here at Bunes & Ferenczi look at both ICP creation and ranking we see consistently that between 25% to 35% of the accounts you believe are ICP are not.

They are actually a poor fit. 

We have done this using both AI/ML modelling from Dun & Bradstreet Europe across +20,000 accounts for Fortune 500 clients, and...

Simpler triage process of existing Target Account Lists (TAL) using a list of binary ICP criteria combined with stack ranking. 

Great post Ken Oestreich, and keep up the conversation loudly.

So, even the people in the back can hear this. ",https://www.linkedin.com/feed/update/urn:li:share:7209455285143224320,7.20946E+18,Unknown Profile,Unknown Profile,0,0,0,0,Neutral,,,,en
20/6/2024 7:30 am,Instagram,"Techinvention Lifecare Pvt. Ltd. Wins the Coveted ‘Start-up 50: The Trailblazers Award’ from Dun & Bradstreet

Mumbai-based biotech company TechInvention Lifecare Pvt. Ltd. recently received the coveted 'Start-up 50: The Trailblazers Award' at the 2nd edition of the ""Dun & Bradstreet LEAP India Startup Summit 2024,"" held at the Taj Bangalore. The event was organized by Dun & Bradstreet, a leading global provider of business decision-making data and analytics.

BWI LINK - https://www.businesswireindia.com/techinvention-lifecare-pvt-ltd-wins-the-coveted-start-up-50-the-trailblazers-award-from-dun-bradstreet-90484.html

#TheTrailblazersAward #BiotechnologyCompany #DunBradstreet #Data #Analytics #Healthcare #BWI #BusinessWireIndia",https://www.instagram.com/p/C8b5e6-yKO9/,1.79646E+16,,,0,0,0,0,Positive,,"#bwi, #biotechnologycompany, #data, #dunbradstreet, #thetrailblazersaward, #analytics, #businesswireindia, #healthcare",https://scontent-iad3-2.cdninstagram.com/v/t51.29350-15/448541079_512809881081196_8484099786990783954_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=18de74&_nc_ohc=ZtT_JqyeC6wQ7kNvgE8r6of&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AEoDcc0EAAAA&oh=00_AYArO1rYeLwDYgMOJYQdeYC1WNFOCAfDo5FqGRFrcHqUZA&oe=667A4FA2,en
20/6/2024 7:30 am,LinkedIn,"Salesforce WT Boston was filled with many a great presentation. One of my personal favorites, was with respect to tailoring experiences to the way todays buyers want to engage. Catie Ivey and the Team at Walnut were showing off capabilities to a packed session that can assist companies in their marketing, pre sales and sales processes while also enhancing post sale customer experiences. Want your pipeline to get nuts? Check out Walnut ! When you need the right contacts and companies to target shoot me a DM. Dun & Bradstreet does #Data",https://www.linkedin.com/feed/update/urn:li:ugcPost:7209405540769169408,7.20941E+18,Richard Kinsley,Richard Kinsley,0,0,0,0,Positive,,#data,"https://media.licdn.com/dms/image/D4E22AQGqdqTcXkpY2Q/feedshare-shrink_1280/0/1718856223757?e=1721865600&v=beta&t=DrRnC-k1xC-4su2GC9N35iXGrb6_uAjeFR8_GMQEV7c, https://media.licdn.com/dms/image/D4E22AQF74Kb0lWdRdA/feedshare-shrink_1280/0/1718856223512?e=1721865600&v=beta&t=vzi_wAhjX0EGSTDbxoUvcttyVErcAKZ4kvZzkrv123g, https://media.licdn.com/dms/image/D4E22AQEt-imI1bHO5Q/feedshare-shrink_2048_1536/0/1718856221755?e=1721865600&v=beta&t=nsaQIulunqmk2LT3rqrOS9iTMVt3eyMjROyYYn5MCLY",en
20/6/2024 5:31 am,LinkedIn,"🚨 The countdown is almost over! 🚨
 
Join us tomorrow at the #IACC2024 in Vilnius for an insightful panel discussion on ""Early detection and prevention of dirty money flows"", featuring insights from experts in #AML and anti-corruption efforts including Ingrid Verschuren from the DT4C Alliance
 
Our full panel includes:

Ingrid Verschuren: Member of the DT4C Alliance; Executive Vice-     President, Data and AI & General Manager EMEA, Dow Jones

Roland Papp: Senior Policy Officer, Illicit Financial Flows, Transparency International EU

Petras Gotautas: Director & Head of AML, Urbo bankas

Greta Barkauskienė: Financial Crimes Expert, Lithuanian Center of Excellence in Anti-Money Laundering | Pinigų plovimo prevencijos kompetencijų centras 

Moderated by: Steffen Thejll-Moller, Partner Rud Pedersen Public Affairs

Coordinated by: Emanuel Santos, Head of Secretariat DT4C Alliance


We look forward to seeing you there!
 

#AntiCorruption #AML #FinancialCrime CRIF Dow Jones Risk & Compliance  Dun & Bradstreet Encompass Corporation  LexisNexis Risk Solutions Moody's Rud Pedersen Public Affairs",https://www.linkedin.com/feed/update/urn:li:share:7209488119132270594,7.20949E+18,DT4C Alliance,DT4C Alliance,0,0,0,3,Positive,,"#financialcrime, #anticorruption, #aml, #iacc2024",https://media.licdn.com/dms/image/D4E22AQFifq_WwU39BA/feedshare-shrink_2048_1536/0/1718875912880?e=1721865600&v=beta&t=Y21W96LwWGzhSnfF63lf7TAgGrHS67UH4evpSniGeBg,en
19/6/2024 10:58 pm,LinkedIn,"Good work, Anirban…..Keep shining

Compliance plays a critical role in the finance industry, ensuring financial stability and effective risk management, especially in lending businesses. This is highlighted by the insights shared by you at the Dun & Bradstreet & SAP BFSI Summit 2024.","https://www.linkedin.com/feed/update/urn:li:activity:7208821216529260544/?commentUrn=urn:li:comment:(activity:7208821216529260544,7209389138477793281)",7.20939E+18,"Surajit Sarker MBA, CFE, CFI, CCGP, CCLP, CCSRP","Surajit Sarker MBA, CFE, CFI, CCGP, CCLP, CCSRP",0,0,0,0,Positive,,,,en
19/6/2024 6:36 pm,LinkedIn,Always great to see the Dun & Bradstreet team out there!  Thanks for joining us too at SPIN🏓,"https://www.linkedin.com/feed/update/urn:li:ugcPost:7209303980542193664/?commentUrn=urn:li:comment:(ugcPost:7209303980542193664,7209323287384850432)",7.20932E+18,Rebecca Pelletier,Rebecca Pelletier,0,1,0,1,Positive,,,,en
19/6/2024 12:30 pm,LinkedIn,"Any #data driven strategies including and maybe more importantly #AI #GenAI must foundationally start with the data. For over 180 years Dun & Bradstreet has been curating data  that has been the fuel to help our clients grow, protect and mitigate the risks with data that is accurate, timely and drives insights. Learn more below.",https://www.linkedin.com/feed/update/urn:li:ugcPost:7209215853559435264,7.20922E+18,Richard Kinsley,Richard Kinsley,0,0,0,0,Neutral,,"#ai, #data, #genai",,en
19/6/2024 12:27 pm,Instagram,"Busy in the garden at Duns today, varnishing signs and planting tomatoes,peppers and cucumbers. We've also got our first ripe strawberries! 😀 
www.borderlinks.co.uk
admin@borderlinks.co.uk 
01289305423
#borderlinksuk 
#southfieldcommunitycentre 
#heartforduns 
#dunscommunity 
#Duns 
#abundantborders 
#gardeninglife 
#gardentherapy 
#learningdisabilityscotland 
#learningskills 
#adultllearningdisabilities 
#learningdisabilityawareness 
#learningdisabilityeducation 
#learningdisabilitysupport 
#aspergersisasuperpower 
#aspergersadult 
#aspergersawareness 
#aspergerslife 
#autismacceptance 
#autismscotland 
##autisticworld 
#downsyndromeawareness 
#downsyndromelove 
#downsyndromerocks 
#vulnerabilityisstrength 
#seetheabilitynotthedisability",https://www.instagram.com/p/C8Z2plrI2Q1/,1.82322E+16,,,0,0,0,8,Positive,,"#borderlinksuk, #learningdisabilityeducation, #dunscommunity, #aspergersisasuperpower, #learningdisabilityscotland, #autismacceptance, #downsyndromerocks, #aspergersadult, #autisticworld, #abundantborders, #seetheabilitynotthedisability, #duns, #downsyndromeawareness, #vulnerabilityisstrength, #learningdisabilityawareness, #downsyndromelove, #aspergersawareness, #southfieldcommunitycentre, #learningskills, #autismscotland, #gardentherapy, #adultllearningdisabilities, #aspergerslife, #heartforduns, #learningdisabilitysupport, #gardeninglife",https://scontent-iad3-2.cdninstagram.com/v/t51.29350-15/448532018_1153934865751360_1787046309364240596_n.heic?stp=dst-jpg&_nc_cat=105&ccb=1-7&_nc_sid=18de74&_nc_ohc=P86V0PI_mXUQ7kNvgGOtxTn&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AEoDcc0EAAAA&oh=00_AYB1_b-XXhEMuDnrtxp8Y8LwLA9S9zSuW7GU43yv0rKWqA&oe=667A0597,en
19/6/2024 11:22 am,Instagram,"Building and maintaining a good credit score is crucial for the success of any business. 

Here’s a quick guide to help you get started and keep your credit in top shape:

Credit: capitalxpand 

👉 Follow for more insights on building and maintaining strong business credit! 🚀

1️⃣ Establish Your Business Entity: Start by legally registering your business as an LLC, S Corp, or sole proprietorship. This step is fundamental to establishing your business’s credibility.

2️⃣ Obtain an EIN: Your Employer Identification Number (EIN) is like a social security number for your business. It’s essential for opening bank accounts and applying for credit.

3️⃣ Open a Business Bank Account: This separates your personal and business finances, which is critical for managing cash flow and demonstrating financial responsibility to lenders.

4️⃣ Apply for Business Credit Cards: Start with small business credit cards or a line of credit from your bank. Use these responsibly to build a positive credit history.

5️⃣ Pay Bills on Time: Timely payments are crucial. They make up a significant portion of your credit score and demonstrate to lenders that you are reliable.

6️⃣ Monitor Your Credit: Regularly check your business credit score through platforms like Dun & Bradstreet, Experian, or Equifax. This helps you stay informed about your credit standing and detect any errors or fraudulent activity early.

7️⃣ Limit Credit Inquiries: Each credit application can slightly lower your score. Apply only when necessary and spread out your applications over time.

8️⃣ Maintain Low Credit Utilization: Keep your credit card balances low relative to your credit limits. High balances can negatively impact your score.

Building business credit takes time and discipline, but with these steps, you’re on your way to financial success. Stay proactive, make informed decisions, and watch your credit score soar!

👉 Follow for more insights on building and maintaining strong business credit! 🚀

#BusinessCredit #CreditScore #SmallBusiness #EntrepreneurLife #FinancialTips #StartupSuccess #CreditManagement #LLC #BusinessTips #DunAndBradstreet #businessfunding #businesscreditcards",https://www.instagram.com/reel/C8Zu2IuuNfk/,1.80426E+16,,,0,0,0,36,Positive,,"#creditscore, #llc, #businesscreditcards, #smallbusiness, #businesscredit, #entrepreneurlife, #creditmanagement, #dunandbradstreet, #businessfunding, #businesstips, #startupsuccess, #financialtips",,en
19/6/2024 9:49 am,LinkedIn,"Glad to share deepest gratitude towards Teams of Punjab National Bank, IDBI Bank, Bank of India, Bank of Maharashtra, J&K Bank, HDFC Bank, YES BANK, IndusInd Bank Limited, IDFC FIRST Bank, India Exim Bank, Bandhan Bank for the unwavering trust and commitment  shown through their participation in  Term Loans for projects valuing > 1500 Cr. & continuous enhancements of WC Limits to >2400 Cr. for reinvention & expansion of Jindal (India) Limited with > 72 Years legacy in B. C. Jindal Group.

Team India Ratings & Research - A Fitch Group Company
 - We are immensely thankful for your continuous rating upgrades to present “A+” and look forward to achieving great milestones together.

Team Dun & Bradstreet and Anirban Sharma for their diligent efforts in techno economic viability reports with positive outlook for project management capabilities of our teams.

In the symphony of our shared endeavors, your trust is the melody that guides our steps, a beacon of light that illuminates our path forward. With each stakeholder joining us, we hear the harmonious chords of opportunity and growth, promising a future bright with possibilities.

Kudos to Project Team led by - Sushil Kumar,FIE,Chartered Engineer, Procurement Team - Ajay Gupta, Legal Team- SREEJIT GHOSH and Finance Team -Vikas Gupta from Jindal (India) Limited - your hard work, dedication, and shared vision are the driving forces behind our success. It is your commitment to excellence and continuous improvement that enables us to pursue our ambitious plans for expansion and process improvements. Your contributions are invaluable, and we are truly grateful for your unwavering support and determination.

You are the rhythm in the heartbeat of our company, the verse in our song of progress, and the essence of our journey. Together, we craft a tapestry of innovation and resilience, woven with threads of determination and dreams. Every step we take is a testament to our collective spirit, as we march forward, hand in hand, towards a horizon full of promise. 

Together, we are not just building a company; we are crafting a legacy of innovation, resilience, and excellence started 72 years before by visionary Late Shri B C Jindal ji in his age of just 25 years. We are excited about the journey ahead and confident that with the continued support of Banks, Credit Rating agencies and the relentless dedication of our team, we will reach new heights in Jindal (India) Limited 3.0",https://www.linkedin.com/feed/update/urn:li:share:7209190632735559682,7.20919E+18,CA Deepak Garg,CA Deepak Garg,0,13,0,28,Positive,,,https://media.licdn.com/dms/image/D5622AQEo_5yPziMcyg/feedshare-shrink_2048_1536/0/1718804985773?e=1721865600&v=beta&t=ut8FVEuv6I4huatRKQmLB3NkdYfELIa5Y2UtS98SJ9A,en
